𨨺	xuē
𨩥	fēng
𨩦	gǒu
𨩧	dōng
𨩨	chǎ
𨩩	mào
𨩪	chǎn
𨩫	biān
𨩬	yù
𨩯	wán
𨩰	zú
𨩲	zī
𨩴	chuān
𨩵	wǎn
𨩶	wā
𨩸	juān
𨩸	quān
𨩻	wǎn
𨩽	xià
𨪄	yìng
𨪅	jiàn
𨪈	wěi
𨪉	tí
𨪊	sāo
𨪌	qí
𨪍	shā
𨪎	yù
𨪏	jí
𨪐	dòu
𨪐	tōu
𨪑	chǎn
𨪒	tuán
𨪕	liú
𨪗	zhuì
𨪳	ruàn
𨪶	yàn
𨪷	gǔ
𨪹	lì
𨪺	chā
𨪾	dì
𨪿	liú
𨫀	zhǎn
𨫁	pō
𨫒	lòu
𨫔	xiè
𨫔	zhì
𨬁	lián
𨬅	luǒ
𨬍	duì
𨬍	duò
𨬐	jué
𨬑	lì
𨬒	lán
𨬔	ruàn
𨬕	gū
𨬖	chán
𨬗	xū
𨬚	zhǐ
𨭁	xuè
𨭂	bō
𨭃	chēng
𨭅	zhù
𨭆	hēi
𨭉	bān
𨭎	xǐ
𨭓	dié
𨭖	zhǎn
𨭗	guó
𨭚	biāo
𨭛	gě
𨭛	là
𨭺	jīn
𨮂	gǎi
𨮒	mèng
𨮔	yù
𨮪	xǐ
𨮬	piāo
𨮭	sī
𨮴	dèng
𨮸	chuō
𨮹	dí
𨮺	jī
𨮻	chán
𨮿	zhuó
𨯓	cài
𨯞	jiàng
𨯲	tóu
𨯽	lí
𨰂	qiàn
𨰆	chuō
𨰏	tà
𨰑	diào
𨰓	jiǎn
𨰛	zhǐ
𨰜	jué
𨰞	mó
𨰠	luó
𨰦	bǎo
𨰭	zuǎn
𨰵	zhē
𨰸	yú
𨰻	bǎo
𨰾	mǎ
𨰿	xì
𨱀	hù
𨱁	yì
𨱂	é
𨱃	gū
𨱄	tú
𨱅	zhēn
𨱇	qiú
𨱈	sù
𨱉	liàng
𨱊	qū
𨱋	líng
𨱌	guàn
𨱍	láng
𨱎	tōu
𨱏	dā
𨱐	lòu
𨱑	huáng
𨱒	shòu
𨱓	jiāo
𨱔	zūn
𨱕	gǎi
𨱖	wéi
𨱙	kūn
𨱚	duàn
𨱛	sōng
𨱜	qí
𨱝	yǎng
𨱡	shì
𨱣	gǎi
𨱦	dào
𨱧	yǎo
𨱧	ǎo
𨱫	qián
𨱭	shāo
𨱮	cháng
𨱯	miǔ
𨱱	mó
𨱵	nǎo
𨱸	cōng
𨱺	niè
𨱻	zhāo
𨱼	cén
𨱿	sōng
𨲀	niè
𨲁	cì
𨲄	jùn
𨲆	shāo
𨲈	zhú
𨲉	duǒ
𨲉	shèng
𨲉	tuǒ
𨲊	àn
𨲋	bī
𨲎	tì
𨲐	pǐ
𨲑	xiá
𨲒	qiú
𨲓	shěng
𨲗	tāng
𨲛	mián
𨲛	mán
𨲜	piān
𨲞	tì
𨲟	róng
𨲧	cōng
𨲪	jī
𨲫	féng
𨲬	wù
𨲭	jiào
𨲮	láo
𨲯	zēng
𨲰	péng
𨲱	cǎn
𨲳	nóng
𨲵	chǎn
𨲾	mián
𨲾	mán
𨲿	guì
𨳀	niào
𨳁	chōng
𨳂	chàn
𨳆	nàng
𨳉	xiā
𨳊	jiū
𨳋	jǐ
𨳌	zhèn
𨳑	tǐng
𨳔	mén
𨳕	yuè
𨳗	zhōng
𨳘	tún
𨳙	ruì
𨳚	fēn
𨳚	xiè
𨳛	xī
𨳝	rùn
𨳝	tǐng
𨳞	niǔ
𨳠	wǎng
𨳡	guān
𨳡	jiān
𨳣	fēn
𨳲	biàn
𨳲	bì
𨳷	yí
𨳺	dié
𨳻	jī
𨳼	gǎn
𨳿	jiān
𨳿	mǎ
𨳿	xì
𨴀	jiōng
𨴆	kāi
𨴊	guān
𨴊	què
𨴌	nán
𨴍	móu
𨴎	xù
𨴏	sǒng
𨴐	shèn
𨴑	kuāng
𨴒	què
𨴓	wéi
𨴗	dié
𨴘	nán
𨴚	ruò
𨴛	gōng
𨴜	dòu
𨴜	yòu
𨴞	niǎn
𨴡	chāo
𨴢	hé
𨴣	yàn
𨴩	tú
𨴪	bǔ
𨴬	hú
𨴭	yǒng
𨴯	shǐ
𨴰	chù
𨴹	xiāo
𨴺	mén
𨴻	lǐ
𨴼	tí
𨴾	jiān
𨵂	zhǐ
𨵃	fǔ
𨵃	guā
𨵃	yuè
𨵄	guǎn
𨵆	qì
𨵈	fēi
𨵉	yǔ
𨵊	zhé
𨵋	wěi
𨵌	ě
𨵍	chān
𨵎	qí
𨵎	xī
𨵐	gǔ
𨵗	què
𨵘	huì
𨵚	xié
𨵛	yīng
𨵝	tà
𨵞	wāi
𨵟	fú
𨵠	jiè
𨵡	pì
𨵥	shěng
𨵦	yú
𨵧	kuā
𨵩	pì
𨵪	xié
𨵫	nüè
𨵬	xiàn
𨵭	jiàn
𨵮	xù
𨵰	bì
𨵴	nán
𨵶	liáng
𨵸	pián
𨵼	jìng
𨶀	tǎ
𨶁	yàn
𨶂	ài
𨶅	xiāo
𨶆	qiāng
𨶇	wǔ
𨶈	táng
𨶊	jùn
𨶐	kuò
𨶗	làng
𨶙	něng
𨶜	dòu
𨶜	dǒu
𨶝	shú
𨶟	jiǎo
𨶠	niè
𨶢	yú
𨶨	cè
𨶪	jiǎo
𨶪	liú
𨶬	huà
𨶭	wén
𨶮	yē
𨶯	é
𨶰	guāng
𨶱	huā
𨶲	jiāo
𨶺	lèi
𨶼	shāng
𨶽	yòng
𨶿	dēng
𨷀	guān
𨷁	niú
𨷃	suì
𨷄	xiàng
𨷆	sà
𨷇	chāng
𨷎	rùn
𨷐	yūn
𨷒	fēn
𨷓	jiàn
𨷔	xù
𨷘	xì
𨷙	shú
𨷥	xié
𨷦	lì
𨷩	tóu
𨷬	mǐ
𨷭	chán
𨷮	huō
𨷱	zhuǎn
𨷲	yuè
𨷻	lán
𨷽	yán
𨷾	dàng
𨷿	xiàng
𨸀	yuè
𨸁	tǐng
𨸂	bēng
𨸃	sàn
𨸄	xiàn
𨸅	dié
𨸆	pì
𨸇	pián
𨸉	tǎ
𨸋	jiāo
𨸌	yē
𨸎	yuè
𨸐	réng
𨸑	qiǎo
𨸒	qí
𨸓	diāo
𨸔	qí
𨸔	wéi
𨸗	hàn
𨸘	yuán
𨸙	yóu
𨸚	jí
𨸛	gài
𨸜	hāi
𨸝	shì
𨸟	qū
𨸩	wèn
𨸬	zhèn
𨸭	pō
𨸮	yán
𨸮	yǔn
𨸯	gū
𨸰	jú
𨸱	niǎn
𨸱	tiàn
𨸷	è
𨸺	yā
𨸻	lìn
𨸼	bì
𨹀	zǐ
𨹁	hóng
𨹃	duò
𨹃	duǒ
𨹅	duì
𨹆	xuàn
𨹈	shǎn
𨹈	yáng
𨹊	shǎn
𨹋	yáo
𨹌	rǎn
𨹔	tuó
𨹗	bīng
𨹘	xù
𨹙	tūn
𨹚	chéng
𨹜	dòu
𨹝	yà
𨹝	yì
𨹡	chè
𨹵	juǎn
𨹶	jī
𨹸	zhào
𨹹	bèng
𨹹	bēng
𨹻	tiǎn
𨺀	pēng
𨺅	fù
𨺖	tuǒ
𨺘	xián
𨺙	nì
𨺚	lóng
𨺝	zhuó
𨺟	zhēng
𨺠	shǔn
𨺡	zōng
𨺢	fēng
𨺣	duàn
𨺤	pì
𨺥	yǎn
𨺦	sǒu
𨺧	qiú
𨺨	è
𨺩	qián
𨺫	qiǎn
𨺭	cā
𨺮	xùn
𨺵	zhuì
𨺸	mǎo
𨺹	jiǎo
𨺿	zhǎn
𨻀	bī
𨻀	pí
𨻁	xī
𨻂	yàn
𨻃	fèi
𨻄	niè
𨻆	zhì
𨻈	suǒ
𨻊	yì
𨻌	lěi
𨻍	xù
𨻏	yì
𨻒	wēi
𨻕	jī
𨻖	chēn
𨻗	dié
𨻣	yuán
𨻥	xí
𨻧	liú
𨻨	suǒ
𨻱	bēng
𨻲	xià
𨻳	yàn
𨻳	yān
𨻵	cuī
𨻵	duì
𨻵	zuī
𨻷	kāng
𨻺	qīng
𨻻	lóu
𨻼	bī
𨼈	zhàn
𨼉	cuàn
𨼊	wú
𨼋	xū
𨼌	chēn
𨼍	háo
𨼎	jué
𨼐	chèn
𨼑	chá
𨼒	chǎn
𨼓	zhí
𨼔	xún
𨼣	gé
𨼤	chén
𨼥	gé
𨼥	yè
𨼪	chǔ
𨼫	qú
𨼬	xiè
𨼮	zhàn
𨼯	kěn
𨼱	jué
𨼽	qú
𨼿	méng
𨽀	yè
𨽁	cóng
𨽁	zōu
𨽂	pú
𨽄	shì
𨽉	shǔ
𨽊	chán
𨽍	dú
𨽏	guō
𨽐	lù
𨽐	yáng
𨽑	yān
𨽖	niǎo
𨽗	bīn
𨽗	pín
𨽟	tuí
𨽦	nì
𨽧	huān
𨽨	qián
𨽯	xià
𨽲	líng
𨽷	lián
𨽹	lì
𨽹	yì
𨽻	lì
𨽼	sì
𨽿	dài
𨾂	wèi
𨾅	cì
𨾉	jiǔ
𨾊	hóng
𨾌	yú
𨾎	kuí
𨾒	háng
𨾓	gē
𨾓	yì
𨾔	fàng
𨾗	kuí
𨾗	xié
𨾚	fū
𨾚	guī
𨾛	chǐ
𨾛	qí
𨾞	jiǔ
𨾡	huǎng
𨾡	suī
𨾤	dié
𨾬	suǐ
𨾰	qín
𨾴	guī
𨾻	zhuī
𨾾	tiào
𨿁	yuè
𨿇	zuǐ
𨿏	wú
𨿐	cuǐ
𨿛	xī
𨿛	zhì
𨿠	shuì
𨿢	dōng
𨿭	wéi
𨿿	chǒng
𩀋	rún
𩀖	jí
𩀜	diāo
𩀞	cāng
𩀠	gǔ
𩀠	kòu
𩀣	wéi
𩀧	cán
𩀪	má
𩀫	òu
𩀲	sǎn
𩀶	huī
𩀶	mí
𩀶	wéi
𩀼	sǎn
𩀿	jīn
𩁌	wéi
𩁞	cài
𩁟	lí
𩁯	yuè
𩁴	yūn
𩁷	chēng
𩁺	shān
𩂂	hū
𩂃	shài
𩂄	tún
𩂆	fù
𩂆	fǒu
𩂈	qìn
𩂉	chēn
𩂉	xū
𩂍	chuān
𩂎	fù
𩂒	yì
𩂒	ài
𩂓	dōng
𩂔	fú
𩂕	fú
𩂖	zé
𩂗	pù
𩂙	líng
𩂝	shài
𩂝	yīng
𩂞	pào
𩂢	yín
𩂢	ái
𩂣	luò
𩂤	huà
𩂥	yìn
𩂦	bèng
𩂧	yū
𩂨	shè
𩂪	xiè
𩂫	chǔ
𩂴	shè
𩂵	diàn
𩂹	yì
𩂻	chè
𩂼	gěng
𩂽	lóng
𩂾	píng
𩂿	yǔn
𩃀	yàn
𩃁	mò
𩃃	suī
𩃋	jìng
𩃍	sòng
𩃎	páng
𩃐	yá
𩃑	sè
𩃒	duǒ
𩃕	chuáng
𩃖	xiè
𩃘	tuán
𩃙	gōng
𩃚	xuàn
𩃜	lā
𩃞	líng
𩃠	dài
𩃡	zhá
𩃬	yīn
𩃭	sōng
𩃯	yǔ
𩃰	tuó
𩃱	tuó
𩃴	bà
𩃵	rǎn
𩃶	bó
𩃷	dài
𩃹	zhá
𩃹	zhǎ
𩃺	hóu
𩃾	huǐ
𩄅	lú
𩄊	lìng
𩄋	rú
𩄕	dàn
𩄖	méng
𩄗	xià
𩄘	wěng
𩄙	hán
𩄚	zī
𩄛	zhèn
𩄜	sè
𩄝	cuó
𩄞	lì
𩄠	diān
𩄡	lián
𩄢	gòu
𩄦	péng
𩄪	yīng
𩄬	hòu
𩄮	duì
𩄯	wù
𩄷	piào
𩄸	hè
𩄺	lóng
𩄻	mò
𩄼	fěi
𩄽	lǚ
𩄾	zé
𩄿	bó
𩅀	diàn
𩅀	zhí
𩅁	mǎng
𩅃	chóng
𩅃	zhuàng
𩅄	lù
𩅅	pāng
𩅆	duì
𩅇	bù
𩅌	chēn
𩅍	màn
𩅖	xī
𩅝	ǎn
𩅞	chòng
𩅞	zhōng
𩅠	nàn
𩅡	tuò
𩅢	hé
𩅥	duì
𩅦	dān
𩅦	wān
𩅧	zhōng
𩅨	cén
𩅨	shèn
𩅩	lì
𩅪	shuāng
𩅮	cén
𩅰	sī
𩅲	duì
𩅴	hūn
𩅼	jiàn
𩅼	jiān
𩅽	nóng
𩅾	dàn
𩅿	fù
𩆀	huò
𩆁	huì
𩆁	wèi
𩆂	cí
𩆄	yǒng
𩆅	sà
𩆆	tíng
𩆎	liù
𩆑	suān
𩆒	líng
𩆓	màn
𩆓	mán
𩆔	diàn
𩆘	pāo
𩆚	líng
𩆝	lì
𩆟	nóu
𩆣	liè
𩆤	shǎn
𩆦	fèi
𩆫	shǎn
𩆮	líng
𩆯	jiān
𩆯	zhàn
𩆱	bīn
𩆲	lí
𩆵	sī
𩆵	xiàn
𩆶	ráng
𩆷	jiān
𩆸	zhuó
𩆻	líng
𩆼	líng
𩆽	mèng
𩆿	shuāng
𩇄	líng
𩇇	hùn
𩇎	líng
𩇏	jiān
𩇐	qú
𩇔	nóng
𩇕	jìng
𩇖	chēn
𩇜	chèng
𩇜	chēng
𩇜	zhēn
𩇝	qìng
𩇟	qìng
𩇠	yǎn
𩇠	è
𩇣	sè
𩇩	bèi
𩇫	fēi
𩇮	fèi
𩇯	féi
𩇴	fāng
𩇵	kǔ
𩇺	zá
𩇻	huì
𩇽	féi
𩈁	duì
𩈆	pā
𩈇	niǔ
𩈈	pàng
𩈉	dàn
𩈊	dàn
𩈊	dān
𩈋	ài
𩈍	tiǎn
𩈎	chǎo
𩈏	yǒu
𩈏	ǎo
𩈐	mèi
𩈑	nǎn
𩈔	bò
𩈕	chì
𩈕	yù
𩈖	hān
𩈖	xiān
𩈗	mài
𩈚	pīng
𩈜	duī
𩈞	dào
𩈡	xìng
𩈢	nì
𩈢	nǜ
𩈣	hān
𩈤	chù
𩈥	shuǎ
𩈦	mǎn
𩈬	wàn
𩈭	yì
𩈮	diào
𩈯	yān
𩈱	wò
𩈲	suàn
𩈴	ǎn
𩈵	lán
𩈶	nǎn
𩈸	qiǔ
𩈹	miàn
𩈺	nuǒ
𩈻	cán
𩈼	cǎn
𩉀	làn
𩉁	tiǎn
𩉂	yè
𩉄	niǎn
𩉆	shuǎ
𩉋	cí
𩉍	jiǎn
𩉐	gàn
𩉔	jiàn
𩉕	guó
𩉗	zhān
𩉙	luǒ
𩉜	hàng
𩉜	jī
𩉝	guì
𩉡	jiá
𩉢	jǐ
𩉥	xuàn
𩉧	fēng
𩉫	bì
𩉬	chí
𩉬	qí
𩉯	yuán
𩉰	àng
𩉱	dī
𩉴	è
𩉵	fén
𩉸	jù
𩉹	nǐ
𩉺	tuó
𩉼	shēn
𩉽	fú
𩉾	xiá
𩉿	qú
𩊀	pò
𩊁	wǎn
𩊂	líng
𩊃	mà
𩊄	zhòu
𩊅	bào
𩊇	yù
𩊌	běng
𩊍	mài
𩊏	jiā
𩊑	yǎng
𩊓	kuǎ
𩊓	kù
𩊔	jiào
𩊖	bǐng
𩊚	luò
𩊛	guǐ
𩊜	duò
𩊝	zhì
𩊡	zhèn
𩊢	è
𩊣	zhū
𩊤	bá
𩊨	zhèn
𩊩	féng
𩊩	fēng
𩊪	dòu
𩊫	niǎn
𩊬	bù
𩊭	duì
𩊮	shā
𩊮	suō
𩊯	sè
𩊰	bì
𩊴	zhì
𩊵	zhé
𩊶	bù
𩊺	jué
𩊻	xùn
𩊿	xì
𩋁	zhuó
𩋂	bài
𩋃	táo
𩋃	yáo
𩋄	chǒu
𩋅	tà
𩋆	qiān
𩋈	nào
𩋉	yù
𩋊	è
𩋋	jiān
𩋌	yì
𩋍	xiāo
𩋏	niè
𩋒	bīng
𩋗	guǒ
𩋘	xié
𩋙	diào
𩋜	jū
𩋝	suǒ
𩋞	dié
𩋟	fù
𩋟	fú
𩋠	miǎn
𩋡	shì
𩋢	xuàn
𩋢	yùn
𩋣	tí
𩋤	yù
𩋧	kài
𩋧	xié
𩋨	fú
𩋩	zhì
𩋪	nǐ
𩋫	xuàn
𩋬	yáng
𩋮	bāng
𩋮	fěng
𩋯	zòng
𩋰	zhòu
𩋱	xuān
𩋵	zhū
𩋷	la
𩋹	yìng
𩋺	gào
𩋻	kuò
𩋽	é
𩋾	wéi
𩋾	wěi
𩋾	xuē
𩋿	méi
𩌃	guì
𩌃	huái
𩌄	chǒu
𩌄	zhōu
𩌆	suǒ
𩌇	tà
𩌈	suǒ
𩌉	tà
𩌊	xuè
𩌌	gǒng
𩌍	jiǎ
𩌏	bó
𩌏	bù
𩌏	fù
𩌏	fú
𩌐	tà
𩌑	yuǎn
𩌘	tà
𩌝	chuí
𩌠	xiōng
𩌡	hé
𩌡	juē
𩌢	suō
𩌧	mò
𩌨	chóng
𩌩	suī
𩌪	zé
𩌫	lù
𩌬	zhāng
𩌭	luò
𩌮	xù
𩌯	jiān
𩌰	shān
𩌲	xù
𩌾	jiǎng
𩍂	bào
𩍃	mái
𩍅	tóng
𩍆	xì
𩍉	róng
𩍋	shéng
𩍌	zhòu
𩍎	jiān
𩍏	fù
𩍐	dèng
𩍓	yōng
𩍔	jū
𩍔	qū
𩍖	yì
𩍗	bāng
𩍙	sè
𩍚	suì
𩍜	duó
𩍝	xiè
𩍡	huán
𩍥	rǔ
𩍦	nǐ
𩍧	zhòu
𩍨	guì
𩍪	luò
𩍲	chàn
𩍲	zhī
𩍳	xù
𩍵	zhī
𩍷	jué
𩍸	jū
𩍻	yuán
𩍼	lú
𩍿	bó
𩍿	fù
𩎂	róng
𩎃	xiè
𩎉	xǐ
𩎊	luó
𩎎	gé
𩎑	zuān
𩎒	hàn
𩎒	jiān
𩎔	jiāo
𩎕	sǎ
𩎖	qián
𩎖	qín
𩎗	qūn
𩎘	páo
𩎙	yuè
𩎚	chè
𩎛	fú
𩎜	pēi
𩎟	mèi
𩎟	mò
𩎟	wà
𩎢	tāo
𩎤	kēn
𩎥	xì
𩎫	duò
𩎭	yì
𩎰	suì
𩎲	xiá
𩎳	juān
𩎵	wéi
𩎷	yì
𩎹	yù
𩎻	bài
𩎼	tuó
𩎽	tà
𩎾	páo
𩏂	bì
𩏂	bǐng
𩏅	yùn
𩏆	yùn
𩏇	duàn
𩏈	ruǎn
𩏉	wéi
𩏏	wéi
𩏐	guì
𩏐	wěi
𩏒	dá
𩏓	xiá
𩏖	hùn
𩏗	juǎn
𩏘	suī
𩏚	suì
𩏝	lóu
𩏞	bài
𩏟	yù
𩏠	zhèng
𩏡	guì
𩏣	kuī
𩏤	gāo
𩏥	dān
𩏩	xiǎn
𩏪	zhái
𩏫	sè
𩏭	kē
𩏮	bǔ
𩏯	bó
𩏲	suì
𩏴	yù
𩏵	bù
𩏵	bǔ
𩏶	jiū
𩏷	jiào
𩏷	jiū
𩏹	juàn
𩏺	jué
𩏼	nà
𩏽	zhái
𩏾	tāo
𩏿	wěi
𩐀	xiá
𩐁	xiè
𩐅	sà
𩐆	jī
𩐉	xiè
𩐌	duì
𩐍	zǐ
𩐘	yuǎn
𩐙	qìn
𩐚	fú
𩐛	péng
𩐜	páo
𩐞	yìn
𩐠	hōng
𩐡	zú
𩐣	gōng
𩐤	dòng
𩐥	hē
𩐦	wò
𩐨	pāng
𩐫	sù
𩐬	kǎn
𩐭	niè
𩐮	háo
𩐯	fèng
𩐰	è
𩐱	yè
𩐴	tíng
𩐵	dòng
𩐶	zhé
𩐷	sāng
𩐻	mò
𩐼	sù
𩐾	lè
𩑀	pǔ
𩑁	é
𩑂	zhuó
𩑃	yè
𩑇	xiāng
𩑈	guàng
𩑉	rěn
𩑊	líng
𩑍	ào
𩑐	chāi
𩑒	duó
𩑓	qióng
𩑔	kū
𩑔	yà
𩑕	xū
𩑖	huán
𩑗	yāo
𩑘	zhèn
𩑙	tǐng
𩑚	běng
𩑚	lèi
𩑝	áng
𩑟	kān
𩑟	qiān
𩑡	gěn
𩑡	kū
𩑢	bāi
𩑢	péi
𩑣	yòu
𩑤	ǎo
𩑥	mén
𩑦	mò
𩑬	fǔ
𩑬	guī
𩑭	qīng
𩑮	là
𩑯	dǒu
𩑰	tǎn
𩑳	qiǎn
𩑴	yào
𩑵	wèi
𩑶	hú
𩑶	kū
𩑷	mò
𩑸	hē
𩑹	xuàn
𩑻	bì
𩑻	pó
𩑼	pō
𩑾	dī
𩒀	zhěn
𩒂	shī
𩒃	kǎn
𩒄	cè
𩒇	xū
𩒈	zhěn
𩒊	zhǔ
𩒏	huì
𩒐	chǐ
𩒓	hǒng
𩒔	nóu
𩒕	niè
𩒕	pò
𩒕	è
𩒖	yàn
𩒘	chǒng
𩒙	fǔ
𩒙	guì
𩒚	guāng
𩒛	qī
𩒝	gěn
𩒞	tǐng
𩒢	tǎn
𩒣	qiǎn
𩒦	jiù
𩒦	xìn
𩒧	xū
𩒨	qǐ
𩒪	zhèn
𩒮	qiú
𩒰	ě
𩒳	huì
𩒴	hòng
𩒵	qǐng
𩒷	chē
𩒷	rǒng
𩒺	fù
𩒼	hōng
𩒽	xī
𩒾	wú
𩒿	máng
𩓂	tī
𩓅	hōng
𩓐	bó
𩓒	qǐn
𩓓	gěn
𩓖	fú
𩓗	kuǐ
𩓝	bié
𩓞	jìng
𩓟	kǎn
𩓠	guī
𩓢	gǎo
𩓣	xū
𩓤	àn
𩓥	yuè
𩓦	wù
𩓧	yí
𩓨	jīng
𩓪	lù
𩓫	quán
𩓬	tuí
𩓮	jì
𩓺	jiǒng
𩓻	jué
𩓼	piē
𩓽	kūn
𩔀	wài
𩔁	huì
𩔂	dùn
𩔃	yuǎn
𩔄	jié
𩔆	guì
𩔇	gǎo
𩔈	pò
𩔉	hūn
𩔉	mén
𩔉	mín
𩔊	zhuàn
𩔋	hàng
𩔔	yóng
𩔕	qiú
𩔗	lèi
𩔘	áng
𩔙	pǐ
𩔙	xìn
𩔚	wēng
𩔚	wěng
𩔝	qìn
𩔟	qǐn
𩔠	miè
𩔡	dōu
𩔢	mí
𩔣	zhān
𩔥	qǐng
𩔦	yí
𩔮	bān
𩔱	juān
𩔳	zé
𩔴	xù
𩔵	lán
𩔶	má
𩔷	má
𩔸	ōu
𩔹	bēi
𩔻	póu
𩔼	xù
𩕀	ào
𩕆	hǒng
𩕉	hǒng
𩕊	zhǎn
𩕌	sěn
𩕍	gǎo
𩕍	háo
𩕏	fán
𩕏	pó
𩕐	liào
𩕕	wài
𩕖	xuān
𩕜	kuí
𩕟	è
𩕠	hàn
𩕡	sè
𩕤	dàn
𩕪	xuān
𩕬	è
𩕭	gài
𩕯	dāo
𩕱	měng
𩕲	yī
𩕳	nǐng
𩕵	pín
𩕹	cāng
𩕾	yuàn
𩖀	è
𩖁	niè
𩖁	yá
𩖄	yǐn
𩖇	qiāo
𩖉	hōng
𩖊	líng
𩖌	chān
𩖍	yǐng
𩖒	guān
𩖔	niǎo
𩖕	xū
𩖖	tán
𩖗	jìn
𩖛	péng
𩖝	liáo
𩖠	bèi
𩖣	bá
𩖣	xín
𩖤	tún
𩖥	chāo
𩖦	gān
𩖨	hū
𩖩	wǎng
𩖬	fú
𩖭	pèi
𩖯	náo
𩖰	xín
𩖰	xún
𩖱	xuè
𩖴	liǔ
𩖵	líng
𩖶	xuè
𩖷	qū
𩖸	háo
𩖹	yí
𩖺	hàn
𩖼	fú
𩖽	bá
𩖾	yí
𩗀	bó
𩗄	hōng
𩗅	lì
𩗉	sà
𩗊	xī
𩗎	shì
𩗏	piāo
𩗐	huà
𩗑	yí
𩗒	bó
𩗓	bó
𩗔	něi
𩗕	qiú
𩗘	wěi
𩗙	chè
𩗚	yóu
𩗜	wèi
𩗝	huǐ
𩗞	sà
𩗡	chóu
𩗢	hòng
𩗣	sōu
𩗤	hàn
𩗥	páo
𩗧	fáng
𩗩	liú
𩗪	zhòu
𩗫	pí
𩗭	lì
𩗰	chuí
𩗱	xī
𩗲	zhēng
𩗴	bèng
𩗵	zhēng
𩗶	suì
𩗷	yǎn
𩗼	qīng
𩗽	wù
𩗾	liǎng
𩘀	zhào
𩘁	liáng
𩘅	jiē
𩘇	hōng
𩘈	yōu
𩘊	là
𩘋	hòu
𩘍	yuàn
𩘎	hóng
𩘏	yè
𩘑	yīng
𩘑	yǐng
𩘒	juān
𩘒	xuǎn
𩘓	yóu
𩘘	quán
𩘜	táng
𩘝	suǒ
𩘟	lì
𩘠	sōu
𩘡	lì
𩘤	yù
𩘧	yì
𩘭	xiū
𩘮	áo
𩘯	tuán
𩘰	sù
𩘱	shuài
𩘳	yù
𩘵	fēng
𩘹	sù
𩘺	tuí
𩘻	yù
𩘼	zhēng
𩘽	zhēng
𩘿	táo
𩙄	liú
𩙆	chéng
𩙇	suí
𩙈	sāo
𩙏	gǔ
𩙐	fēng
𩙑	liè
𩙒	piào
𩙒	piāo
𩙖	lì
𩙘	lóng
𩙙	chū
𩙚	xiāo
𩙛	hōng
𩙜	xiè
𩙝	shè
𩙠	lóng
𩙡	hōu
𩙢	shī
𩙢	xuán
𩙣	fēng
𩙥	bá
𩙦	bó
𩙧	táo
𩙨	sù
𩙩	zhào
𩙪	biāo
𩙫	sōu
𩙬	tuí
𩙭	suǒ
𩙮	xiāo
𩙯	héng
𩙰	sāo
𩙲	fēi
𩙷	niù
𩙸	mǎng
𩙽	huán
𩙽	xuān
𩙾	zhī
𩚂	yì
𩚄	yù
𩚇	yí
𩚈	yuē
𩚉	chí
𩚕	qiāng
𩚕	yǐn
𩚖	niù
𩚗	rǒng
𩚛	nà
𩚣	tián
𩚥	bā
𩚪	ěr
𩚫	zhēng
𩚬	è
𩚭	póu
𩚮	jī
𩚮	nì
𩚯	ní
𩚱	jiǒng
𩚲	jiá
𩚵	gān
𩚹	líng
𩚻	zuì
𩚾	bèi
𩛅	shū
𩛆	yǐ
𩛇	pāi
𩛋	nǎo
𩛌	shì
𩛎	mǎn
𩛏	shì
𩛑	tí
𩛘	gōng
𩛝	lèi
𩛞	bǎo
𩛞	něi
𩛞	piǎo
𩛟	mán
𩛟	yuān
𩛠	zuō
𩛡	láng
𩛡	náng
𩛢	xiū
𩛥	zài
𩛦	chèng
𩛧	jiān
𩛨	mào
𩛩	jiá
𩛪	yù
𩛭	yù
𩛮	yí
𩛲	māng
𩛳	cān
𩛳	zài
𩛵	zhuì
𩛶	tí
𩛹	xì
𩛺	jú
𩛻	zhān
𩛻	zuǎn
𩛻	zàn
𩛼	lù
𩛽	táo
𩜀	duī
𩜀	zhuì
𩜁	líng
𩜃	jù
𩜆	jī
𩜇	juàn
𩜇	juǎn
𩜊	zī
𩜌	yuē
𩜍	dōng
𩜒	nǎng
𩜖	chóng
𩜟	àng
𩜣	gēng
𩜥	bō
𩜦	dìng
𩜧	wěi
𩜬	quán
𩜭	kē
𩜰	pì
𩜱	kǎn
𩜱	sǎn
𩜲	fú
𩜳	yǒng
𩜵	tuán
𩜶	tǒu
𩜷	niù
𩜷	yòu
𩜸	yāo
𩜺	yē
𩜽	yàn
𩝈	xián
𩝊	tí
𩝌	suì
𩝐	cí
𩝔	xǔ
𩝕	wù
𩝖	cān
𩝗	yù
𩝚	chǎn
𩝛	xiá
𩝝	gāo
𩝝	kào
𩝞	cāng
𩝟	chā
𩝠	qiǔ
𩝣	dā
𩝥	sù
𩝨	huā
𩝷	wū
𩝸	yuān
𩝽	jiàng
𩝾	xiǎng
𩝿	zhāi
𩞀	chěn
𩞀	càn
𩞀	sǎn
𩞁	mí
𩞁	mó
𩞃	shǎng
𩞃	xiǎng
𩞄	cáo
𩞅	suī
𩞆	chuáng
𩞇	mí
𩞈	zhú
𩞉	chóng
𩞊	jì
𩞋	chóng
𩞙	lián
𩞞	hài
𩞤	dūn
𩞥	xiǎng
𩞦	chēng
𩞧	shǎng
𩞨	lì
𩞩	huáng
𩞬	dèng
𩞯	liáng
𩞶	zā
𩞺	huò
𩞻	lín
